"age","job","marital","default","balance","housing","loan","duration","y"
26,"management","single","no",4683,"yes","no",5,"no"
31,"management","married","no",1331,"no","no",268,"yes"
37,"services","married","no",1970,"yes","no",253,"yes"
44,"self-employed","married","no",706,"no","no",204,"yes"
59,"retired","divorced","no",1026,"no","no",669,"yes"
43,"services","married","no",94,"yes","yes",68,"no"
49,"management","married","no",249,"no","no",234,"yes"
48,"management","divorced","no",15,"no","no",88,"no"
34,"management","married","no",1770,"yes","no",26,"no"
30,"management","single","no",12857,"yes","no",150,"yes"
36,"admin.","married","no",3321,"yes","no",132,"no"
31,"technician","single","no",2807,"no","no",154,"yes"
28,"unemployed","single","no",7,"no","no",20,"no"
29,"management","single","no",572,"yes","no",319,"yes"
33,"management","single","no",1956,"no","no",76,"no"
40,"blue-collar","married","no",5060,"no","no",299,"yes"
43,"admin.","single","no",35,"no","no",208,"no"
38,"management","married","no",1101,"yes","no",43,"no"
33,"technician","married","no",1234,"no","no",61,"no"
23,"admin.","single","no",40,"no","no",1239,"no"
59,"technician","married","no",6573,"yes","no",4918,"no"
38,"management","single","no",6490,"no","no",125,"no"
31,"management","married","no",163,"yes","yes",107,"no"
33,"unemployed","divorced","no",1005,"yes","no",175,"no"
43,"admin.","married","no",2271,"no","no",524,"yes"
40,"management","single","no",9916,"no","no",98,"no"
48,"management","married","no",1,"no","no",248,"yes"
47,"technician","married","no",0,"no","no",74,"no"
31,"technician","married","no",585,"yes","no",133,"no"
33,"unemployed","married","no",456,"no","no",119,"no"
34,"management","married","no",676,"no","no",486,"yes"
28,"self-employed","single","no",160,"no","no",158,"yes"
34,"admin.","married","no",899,"yes","no",114,"yes"
47,"blue-collar","married","no",1230,"yes","no",378,"yes"
22,"technician","single","no",333,"no","yes",129,"no"
37,"technician","married","no",1016,"yes","yes",24,"no"
26,"management","married","no",52,"no","yes",238,"no"
30,"admin.","married","no",873,"yes","no",119,"no"
43,"blue-collar","divorced","no",219,"no","no",138,"no"
33,"admin.","single","no",206,"no","no",168,"no"
40,"blue-collar","married","no",718,"yes","yes",72,"no"
59,"housemaid","married","no",0,"no","no",494,"yes"
30,"management","single","no",1243,"yes","no",86,"no"
32,"management","married","no",62,"yes","no",45,"no"
32,"blue-collar","single","no",700,"no","no",90,"yes"
31,"entrepreneur","single","no",0,"no","no",160,"yes"
49,"admin.","married","no",3608,"yes","no",231,"yes"
27,"student","single","no",67,"no","no",239,"yes"
35,"unemployed","single","no",127,"yes","no",162,"yes"
32,"blue-collar","married","no",2089,"yes","no",132,"yes"
57,"blue-collar","married","no",3585,"no","no",172,"yes"
58,"management","married","no",4152,"yes","no",160,"yes"
35,"admin.","single","no",943,"no","no",24,"no"
30,"technician","single","no",816,"yes","no",179,"yes"
32,"management","married","no",937,"no","no",76,"no"
44,"entrepreneur","married","no",1631,"yes","no",81,"no"
57,"blue-collar","married","no",5270,"yes","no",101,"no"
51,"management","divorced","no",119,"no","no",200,"no"
51,"technician","married","no",58,"yes","no",79,"no"
58,"technician","married","no",-942,"yes","no",131,"no"
44,"management","married","no",6203,"yes","yes",58,"no"
54,"admin.","married","no",4028,"yes","no",146,"no"
57,"admin.","married","no",0,"yes","no",92,"no"
53,"technician","married","no",910,"no","no",156,"no"
35,"technician","married","no",1577,"yes","yes",53,"no"
41,"management","married","no",7028,"no","no",98,"no"
50,"entrepreneur","married","no",665,"no","no",238,"no"
37,"technician","married","no",421,"yes","yes",85,"no"
46,"admin.","married","no",1252,"yes","yes",59,"no"
34,"technician","single","no",105,"yes","no",303,"no"
37,"self-employed","married","no",8230,"yes","no",51,"no"
35,"management","married","no",94,"yes","no",108,"no"
49,"blue-collar","divorced","no",514,"no","no",221,"no"
42,"management","married","no",71,"no","no",80,"no"
49,"management","married","no",1533,"no","no",324,"no"
40,"services","divorced","no",5847,"no","no",206,"no"
42,"self-employed","married","no",4960,"no","no",139,"no"
49,"retired","married","no",8648,"no","no",527,"no"
47,"housemaid","married","no",228,"yes","no",80,"no"
40,"management","single","no",1623,"yes","no",161,"no"
36,"technician","divorced","no",3296,"yes","no",130,"no"
47,"technician","married","no",0,"no","no",120,"no"
43,"technician","divorced","no",1648,"no","no",80,"no"
56,"management","married","no",6798,"yes","no",250,"no"
55,"management","married","no",1402,"yes","no",66,"no"
54,"blue-collar","married","no",69,"no","no",71,"no"
33,"services","single","no",200,"yes","no",252,"no"
56,"management","married","no",5282,"no","no",113,"no"
52,"management","married","no",0,"yes","yes",121,"no"
45,"self-employed","married","no",582,"no","no",148,"no"
51,"technician","married","no",195,"yes","no",78,"no"
57,"management","married","no",7162,"no","no",83,"no"
57,"management","married","no",1636,"no","no",123,"no"
58,"retired","married","no",425,"yes","yes",100,"no"
55,"entrepreneur","married","no",199,"no","no",176,"no"
45,"management","married","no",1323,"yes","no",550,"no"
48,"management","married","no",3419,"yes","no",75,"no"
55,"retired","married","no",103,"yes","yes",57,"no"
47,"management","married","no",1028,"no","yes",55,"no"
48,"management","divorced","no",17,"yes","no",195,"no"
39,"admin.","married","no",2598,"no","no",123,"no"
47,"blue-collar","married","no",1484,"no","no",297,"no"
40,"self-employed","single","no",1693,"yes","no",353,"no"
37,"management","single","no",411,"yes","yes",142,"no"
50,"management","married","no",4278,"no","no",53,"no"
38,"management","married","no",494,"no","no",146,"no"
59,"admin.","married","no",231,"no","yes",59,"no"
54,"technician","single","no",198,"yes","yes",120,"no"
32,"management","married","no",2516,"no","no",595,"no"
52,"management","married","no",1701,"yes","yes",381,"no"
48,"admin.","divorced","no",295,"yes","no",123,"no"
52,"admin.","married","no",1274,"yes","no",74,"no"
57,"admin.","divorced","no",1878,"yes","no",219,"no"
43,"services","married","no",3305,"yes","no",387,"no"
45,"technician","married","no",1,"yes","no",433,"no"
30,"management","single","no",2785,"no","yes",548,"no"
46,"management","married","no",-292,"yes","no",100,"no"
40,"management","married","no",8969,"yes","no",153,"no"
52,"management","married","no",2901,"no","no",223,"no"
53,"technician","married","no",65,"no","no",178,"no"
49,"services","married","no",1114,"no","no",283,"no"
45,"technician","married","no",1477,"yes","no",75,"no"
54,"technician","married","no",465,"yes","yes",92,"no"
49,"services","married","no",0,"yes","no",96,"no"
39,"admin.","married","no",401,"yes","no",396,"no"
39,"blue-collar","married","no",3324,"no","no",96,"no"
54,"blue-collar","married","no",2440,"no","yes",334,"no"
57,"technician","married","no",0,"yes","yes",142,"no"
37,"management","married","yes",0,"no","no",44,"no"
42,"housemaid","married","no",477,"yes","yes",231,"no"
39,"entrepreneur","married","no",1654,"no","no",376,"no"
57,"housemaid","married","no",0,"no","no",56,"no"
48,"technician","married","no",4656,"no","no",44,"no"
46,"management","married","no",191,"yes","no",58,"no"
39,"blue-collar","married","no",108,"no","no",265,"no"
49,"management","married","no",64,"no","no",208,"no"
58,"admin.","married","no",0,"yes","no",219,"no"
43,"technician","married","no",1865,"yes","no",155,"no"
48,"technician","married","no",17,"yes","yes",81,"no"
44,"management","married","no",1034,"no","no",73,"no"
49,"technician","divorced","no",7,"yes","yes",50,"no"
37,"management","married","no",5447,"yes","yes",1789,"yes"
44,"technician","divorced","no",275,"no","no",1077,"yes"
40,"technician","married","no",17,"no","no",192,"no"
43,"management","married","no",0,"yes","no",110,"no"
57,"blue-collar","married","no",1540,"yes","no",564,"yes"
34,"blue-collar","married","no",751,"yes","yes",1303,"yes"
31,"entrepreneur","single","no",1454,"no","no",377,"no"
58,"management","married","no",2764,"no","no",235,"no"
30,"management","married","no",5381,"no","no",375,"no"
50,"entrepreneur","married","no",0,"yes","yes",344,"no"
57,"retired","married","no",1749,"no","no",288,"no"
40,"admin.","married","no",0,"yes","yes",57,"no"
39,"management","married","no",313,"yes","no",125,"no"
33,"admin.","married","no",0,"yes","no",78,"no"
41,"management","married","no",1272,"yes","no",214,"no"
38,"management","married","no",1875,"no","no",286,"no"
46,"admin.","divorced","no",-60,"no","no",117,"no"
59,"technician","single","no",6284,"yes","no",41,"no"
44,"admin.","divorced","no",0,"no","no",57,"no"
57,"technician","married","no",1469,"yes","no",364,"no"
49,"entrepreneur","married","no",2655,"no","no",63,"no"
57,"admin.","married","no",1694,"yes","no",378,"no"
51,"technician","married","no",0,"no","no",81,"no"
58,"entrepreneur","married","no",318,"yes","no",430,"no"
48,"blue-collar","married","no",0,"no","yes",479,"no"
35,"technician","divorced","no",1718,"yes","yes",74,"no"
49,"services","married","no",1084,"yes","no",99,"no"
54,"management","married","yes",5249,"yes","no",108,"no"
55,"management","married","no",2410,"yes","no",135,"no"
50,"management","married","no",633,"no","yes",302,"no"
42,"technician","single","no",35,"yes","yes",38,"no"
38,"entrepreneur","married","no",0,"yes","yes",258,"no"
37,"technician","married","no",0,"yes","no",77,"no"
49,"management","married","no",17432,"no","no",102,"no"
47,"blue-collar","married","no",4403,"yes","yes",81,"no"
46,"blue-collar","married","no",0,"yes","no",127,"no"
52,"management","married","no",2063,"yes","no",114,"no"
42,"technician","married","no",69,"yes","yes",55,"no"
33,"technician","married","no",326,"yes","no",238,"no"
47,"blue-collar","married","no",410,"yes","yes",179,"no"
51,"admin.","married","no",113,"yes","no",84,"no"
56,"retired","married","no",2749,"yes","yes",38,"no"
51,"entrepreneur","married","no",209,"no","no",130,"no"
55,"management","married","no",926,"yes","no",309,"no"
40,"services","single","no",856,"yes","no",70,"no"
50,"technician","single","no",246,"yes","no",270,"no"
48,"technician","married","no",32,"yes","yes",110,"no"
54,"blue-collar","married","no",209,"no","yes",206,"no"
41,"entrepreneur","divorced","no",0,"yes","no",176,"no"
42,"technician","married","no",4466,"no","no",158,"no"
54,"blue-collar","married","no",0,"no","no",483,"no"
58,"management","married","no",7387,"no","no",85,"no"
50,"entrepreneur","married","no",5420,"yes","no",73,"no"
45,"technician","married","no",1415,"yes","no",483,"no"
46,"technician","single","no",1448,"no","no",292,"no"
49,"admin.","married","no",272,"yes","yes",108,"no"
40,"services","divorced","no",5766,"yes","yes",68,"no"
30,"management","married","no",101,"yes","no",348,"no"
50,"management","married","no",4,"yes","yes",105,"no"
58,"management","divorced","no",0,"no","no",107,"no"
39,"management","married","no",500,"yes","no",257,"no"
36,"management","married","no",5057,"yes","no",70,"no"
34,"student","single","no",5827,"no","no",97,"no"
41,"management","single","no",3013,"yes","no",150,"no"
59,"admin.","married","no",283,"no","yes",300,"no"
52,"services","married","no",3094,"yes","no",96,"no"
40,"management","married","no",5010,"no","no",49,"no"
58,"admin.","married","no",4962,"no","yes",112,"no"
54,"admin.","divorced","no",7089,"no","no",40,"no"
46,"blue-collar","married","no",2348,"no","no",182,"no"
50,"management","married","no",2479,"no","no",259,"no"
54,"admin.","married","no",865,"yes","no",71,"no"
56,"retired","married","no",450,"no","no",16,"no"
34,"housemaid","married","no",1265,"yes","no",118,"no"
57,"admin.","single","no",738,"no","no",56,"no"
54,"admin.","married","no",191,"yes","yes",44,"no"
48,"management","single","no",8106,"no","no",125,"no"
45,"technician","divorced","no",30,"yes","yes",88,"no"
51,"services","divorced","no",518,"yes","no",76,"no"
56,"management","married","no",-155,"yes","no",282,"no"
59,"management","married","no",0,"no","no",90,"no"
49,"admin.","married","no",12226,"yes","no",96,"no"
52,"admin.","divorced","no",48,"no","yes",591,"no"
53,"services","married","no",1364,"no","no",508,"no"
42,"self-employed","married","no",5564,"no","no",560,"no"
53,"management","single","no",720,"yes","no",99,"no"
54,"management","married","no",14107,"no","no",98,"no"
56,"management","divorced","no",2126,"yes","no",131,"no"
46,"management","single","no",46,"no","yes",80,"no"
52,"retired","married","no",5423,"no","yes",93,"no"
41,"unemployed","divorced","no",-198,"yes","no",165,"no"
40,"technician","divorced","no",1871,"yes","no",64,"no"
51,"blue-collar","married","no",-355,"yes","yes",122,"no"
47,"management","married","no",3505,"no","no",434,"yes"
58,"retired","married","no",8332,"no","no",164,"no"
50,"admin.","married","no",1575,"no","no",407,"no"
56,"technician","divorced","no",689,"yes","no",110,"no"
58,"management","married","no",-565,"yes","yes",191,"no"
49,"management","divorced","no",2370,"yes","yes",56,"no"
42,"management","single","no",328,"yes","yes",125,"no"
52,"management","married","no",2578,"no","no",412,"no"
53,"admin.","married","no",1661,"yes","yes",85,"no"
49,"management","married","no",6493,"yes","no",180,"no"
57,"housemaid","married","no",3760,"no","no",1070,"no"
43,"technician","single","no",463,"yes","no",266,"no"
59,"retired","married","no",135,"yes","no",94,"no"
45,"management","married","no",77,"yes","no",59,"no"
52,"blue-collar","married","no",0,"yes","no",125,"no"
50,"unemployed","single","no",2668,"no","no",1606,"no"
52,"technician","single","no",1262,"no","yes",216,"no"
45,"housemaid","married","no",20187,"yes","no",707,"no"
51,"services","divorced","no",135,"yes","yes",862,"no"
51,"services","married","no",1191,"no","yes",214,"no"
36,"self-employed","married","no",7343,"no","no",78,"no"
58,"management","divorced","no",315,"yes","no",62,"no"
58,"management","divorced","no",1573,"yes","yes",279,"no"
31,"admin.","single","no",0,"no","no",173,"no"
31,"admin.","married","no",1144,"yes","yes",89,"no"
33,"management","married","no",685,"no","no",53,"no"
34,"management","single","no",621,"yes","no",97,"no"
53,"technician","divorced","no",2228,"no","no",890,"yes"
48,"blue-collar","married","no",1039,"yes","no",581,"no"
42,"management","divorced","no",0,"no","no",116,"no"
